destination_port,payload_len,description,label
53,310,Normal background traffic,BENIGN
443,183,Normal background traffic,BENIGN
53,323,Normal background traffic,BENIGN
9993,67,Normal background traffic,BENIGN
443,283,Normal background traffic,BENIGN
9993,484,Normal background traffic,BENIGN
53,140,Normal background traffic,BENIGN
443,73,Normal background traffic,BENIGN
9993,154,Normal background traffic,BENIGN
9993,42,Normal background traffic,BENIGN
53,20,Normal background traffic,BENIGN
443,310,Normal background traffic,BENIGN
443,253,Normal background traffic,BENIGN
7680,209,Normal background traffic,BENIGN
53,316,Normal background traffic,BENIGN
7680,453,Normal background traffic,BENIGN
443,60,Normal background traffic,BENIGN
7680,85,Normal background traffic,BENIGN
9993,83,Normal background traffic,BENIGN
443,291,Normal background traffic,BENIGN
7680,119,Normal background traffic,BENIGN
53,197,Normal background traffic,BENIGN
80,417,Normal background traffic,BENIGN
80,465,Normal background traffic,BENIGN
443,20,Normal background traffic,BENIGN
443,225,Normal background traffic,BENIGN
9993,150,Normal background traffic,BENIGN
80,228,Normal background traffic,BENIGN
443,500,Normal background traffic,BENIGN
53,200,Normal background traffic,BENIGN
7680,301,Normal background traffic,BENIGN
443,453,Normal background traffic,BENIGN
53,428,Normal background traffic,BENIGN
7680,191,Normal background traffic,BENIGN
443,136,Normal background traffic,BENIGN
53,466,Normal background traffic,BENIGN
53,22,Normal background traffic,BENIGN
9993,422,Normal background traffic,BENIGN
443,121,Normal background traffic,BENIGN
7680,143,Normal background traffic,BENIGN
443,52,Normal background traffic,BENIGN
9993,238,Normal background traffic,BENIGN
7680,61,Normal background traffic,BENIGN
9993,259,Normal background traffic,BENIGN
443,445,Normal background traffic,BENIGN
443,376,Normal background traffic,BENIGN
7680,165,Normal background traffic,BENIGN
80,305,Normal background traffic,BENIGN
7680,289,Normal background traffic,BENIGN
9993,338,Normal background traffic,BENIGN
443,90,Normal background traffic,BENIGN
80,209,Normal background traffic,BENIGN
80,478,Normal background traffic,BENIGN
9993,442,Normal background traffic,BENIGN
9993,221,Normal background traffic,BENIGN
80,195,Normal background traffic,BENIGN
53,320,Normal background traffic,BENIGN
9993,36,Normal background traffic,BENIGN
7680,474,Normal background traffic,BENIGN
443,473,Normal background traffic,BENIGN
7680,420,Normal background traffic,BENIGN
53,218,Normal background traffic,BENIGN
80,261,Normal background traffic,BENIGN
80,499,Normal background traffic,BENIGN
443,353,Normal background traffic,BENIGN
80,354,Normal background traffic,BENIGN
443,338,Normal background traffic,BENIGN
53,189,Normal background traffic,BENIGN
443,363,Normal background traffic,BENIGN
9993,214,Normal background traffic,BENIGN
53,111,Normal background traffic,BENIGN
443,74,Normal background traffic,BENIGN
9993,401,Normal background traffic,BENIGN
7680,393,Normal background traffic,BENIGN
9993,314,Normal background traffic,BENIGN
443,329,Normal background traffic,BENIGN
53,130,Normal background traffic,BENIGN
80,73,Normal background traffic,BENIGN
80,97,Normal background traffic,BENIGN
80,223,Normal background traffic,BENIGN
53,407,Normal background traffic,BENIGN
9993,445,Normal background traffic,BENIGN
9993,64,Normal background traffic,BENIGN
9993,304,Normal background traffic,BENIGN
443,153,Normal background traffic,BENIGN
9993,131,Normal background traffic,BENIGN
9993,99,Normal background traffic,BENIGN
9993,397,Normal background traffic,BENIGN
80,44,Normal background traffic,BENIGN
443,366,Normal background traffic,BENIGN
443,361,Normal background traffic,BENIGN
7680,233,Normal background traffic,BENIGN
53,282,Normal background traffic,BENIGN
80,164,Normal background traffic,BENIGN
7680,98,Normal background traffic,BENIGN
53,130,Normal background traffic,BENIGN
53,393,Normal background traffic,BENIGN
80,139,Normal background traffic,BENIGN
80,22,Normal background traffic,BENIGN
7680,486,Normal background traffic,BENIGN
53,79,Normal background traffic,BENIGN
9993,339,Normal background traffic,BENIGN
9993,427,Normal background traffic,BENIGN
53,333,Normal background traffic,BENIGN
7680,483,Normal background traffic,BENIGN
53,474,Normal background traffic,BENIGN
7680,497,Normal background traffic,BENIGN
9993,237,Normal background traffic,BENIGN
443,294,Normal background traffic,BENIGN
7680,160,Normal background traffic,BENIGN
443,143,Normal background traffic,BENIGN
443,291,Normal background traffic,BENIGN
9993,348,Normal background traffic,BENIGN
9993,173,Normal background traffic,BENIGN
9993,281,Normal background traffic,BENIGN
53,153,Normal background traffic,BENIGN
9993,104,Normal background traffic,BENIGN
53,239,Normal background traffic,BENIGN
443,162,Normal background traffic,BENIGN
7680,488,Normal background traffic,BENIGN
443,61,Normal background traffic,BENIGN
80,305,Normal background traffic,BENIGN
443,106,Normal background traffic,BENIGN
53,226,Normal background traffic,BENIGN
80,86,Normal background traffic,BENIGN
53,259,Normal background traffic,BENIGN
53,359,Normal background traffic,BENIGN
443,416,Normal background traffic,BENIGN
7680,293,Normal background traffic,BENIGN
7680,57,Normal background traffic,BENIGN
80,255,Normal background traffic,BENIGN
443,157,Normal background traffic,BENIGN
9993,405,Normal background traffic,BENIGN
53,318,Normal background traffic,BENIGN
9993,85,Normal background traffic,BENIGN
7680,355,Normal background traffic,BENIGN
443,155,Normal background traffic,BENIGN
80,464,Normal background traffic,BENIGN
443,462,Normal background traffic,BENIGN
53,66,Normal background traffic,BENIGN
7680,141,Normal background traffic,BENIGN
9993,229,Normal background traffic,BENIGN
7680,296,Normal background traffic,BENIGN
7680,463,Normal background traffic,BENIGN
53,143,Normal background traffic,BENIGN
9993,432,Normal background traffic,BENIGN
53,305,Normal background traffic,BENIGN
80,130,Normal background traffic,BENIGN
7680,368,Normal background traffic,BENIGN
80,70,Normal background traffic,BENIGN
443,90,Normal background traffic,BENIGN
443,387,Normal background traffic,BENIGN
443,157,Normal background traffic,BENIGN
443,110,Normal background traffic,BENIGN
443,265,Normal background traffic,BENIGN
443,353,Normal background traffic,BENIGN
443,204,Normal background traffic,BENIGN
7680,348,Normal background traffic,BENIGN
53,104,Normal background traffic,BENIGN
443,109,Normal background traffic,BENIGN
443,325,Normal background traffic,BENIGN
9993,400,Normal background traffic,BENIGN
80,188,Normal background traffic,BENIGN
443,292,Normal background traffic,BENIGN
7680,210,Normal background traffic,BENIGN
53,373,Normal background traffic,BENIGN
9993,145,Normal background traffic,BENIGN
443,126,Normal background traffic,BENIGN
80,88,Normal background traffic,BENIGN
80,241,Normal background traffic,BENIGN
53,250,Normal background traffic,BENIGN
53,132,Normal background traffic,BENIGN
80,279,Normal background traffic,BENIGN
7680,289,Normal background traffic,BENIGN
7680,131,Normal background traffic,BENIGN
443,105,Normal background traffic,BENIGN
9993,188,Normal background traffic,BENIGN
9993,145,Normal background traffic,BENIGN
53,256,Normal background traffic,BENIGN
53,291,Normal background traffic,BENIGN
7680,343,Normal background traffic,BENIGN
7680,149,Normal background traffic,BENIGN
53,113,Normal background traffic,BENIGN
7680,414,Normal background traffic,BENIGN
80,64,Normal background traffic,BENIGN
9993,98,Normal background traffic,BENIGN
443,306,Normal background traffic,BENIGN
80,423,Normal background traffic,BENIGN
80,252,Normal background traffic,BENIGN
53,448,Normal background traffic,BENIGN
443,379,Normal background traffic,BENIGN
7680,60,Normal background traffic,BENIGN
80,428,Normal background traffic,BENIGN
80,158,Normal background traffic,BENIGN
9993,172,Normal background traffic,BENIGN
9993,325,Normal background traffic,BENIGN
80,93,Normal background traffic,BENIGN
9993,63,Normal background traffic,BENIGN
9993,418,Normal background traffic,BENIGN
9993,321,Normal background traffic,BENIGN
80,173,Normal background traffic,BENIGN
80,31,Normal background traffic,BENIGN
7680,435,Normal background traffic,BENIGN
7680,308,Normal background traffic,BENIGN
7680,60,Normal background traffic,BENIGN
443,119,Normal background traffic,BENIGN
443,463,Normal background traffic,BENIGN
9993,339,Normal background traffic,BENIGN
9993,36,Normal background traffic,BENIGN
80,289,Normal background traffic,BENIGN
80,488,Normal background traffic,BENIGN
53,223,Normal background traffic,BENIGN
443,154,Normal background traffic,BENIGN
53,84,Normal background traffic,BENIGN
53,250,Normal background traffic,BENIGN
443,186,Normal background traffic,BENIGN
80,355,Normal background traffic,BENIGN
7680,401,Normal background traffic,BENIGN
80,251,Normal background traffic,BENIGN
9993,401,Normal background traffic,BENIGN
443,62,Normal background traffic,BENIGN
443,204,Normal background traffic,BENIGN
80,182,Normal background traffic,BENIGN
443,95,Normal background traffic,BENIGN
9993,345,Normal background traffic,BENIGN
53,238,Normal background traffic,BENIGN
7680,405,Normal background traffic,BENIGN
80,325,Normal background traffic,BENIGN
53,24,Normal background traffic,BENIGN
9993,343,Normal background traffic,BENIGN
80,196,Normal background traffic,BENIGN
443,194,Normal background traffic,BENIGN
9993,351,Normal background traffic,BENIGN
443,233,Normal background traffic,BENIGN
7680,462,Normal background traffic,BENIGN
7680,266,Normal background traffic,BENIGN
7680,132,Normal background traffic,BENIGN
443,393,Normal background traffic,BENIGN
53,459,Normal background traffic,BENIGN
443,156,Normal background traffic,BENIGN
53,279,Normal background traffic,BENIGN
9993,487,Normal background traffic,BENIGN
53,105,Normal background traffic,BENIGN
9993,108,Normal background traffic,BENIGN
80,80,Normal background traffic,BENIGN
80,435,Normal background traffic,BENIGN
7680,375,Normal background traffic,BENIGN
7680,150,Normal background traffic,BENIGN
9993,58,Normal background traffic,BENIGN
9993,190,Normal background traffic,BENIGN
80,330,Normal background traffic,BENIGN
53,409,Normal background traffic,BENIGN
7680,415,Normal background traffic,BENIGN
80,412,Normal background traffic,BENIGN
80,75,Normal background traffic,BENIGN
80,34,Normal background traffic,BENIGN
80,248,Normal background traffic,BENIGN
9993,185,Normal background traffic,BENIGN
7680,177,Normal background traffic,BENIGN
7680,319,Normal background traffic,BENIGN
80,216,Normal background traffic,BENIGN
443,320,Normal background traffic,BENIGN
53,110,Normal background traffic,BENIGN
80,138,Normal background traffic,BENIGN
9993,72,Normal background traffic,BENIGN
53,288,Normal background traffic,BENIGN
443,147,Normal background traffic,BENIGN
443,428,Normal background traffic,BENIGN
9993,178,Normal background traffic,BENIGN
443,124,Normal background traffic,BENIGN
80,181,Normal background traffic,BENIGN
443,47,Normal background traffic,BENIGN
443,196,Normal background traffic,BENIGN
53,136,Normal background traffic,BENIGN
7680,178,Normal background traffic,BENIGN
53,443,Normal background traffic,BENIGN
80,408,Normal background traffic,BENIGN
9993,101,Normal background traffic,BENIGN
80,230,Normal background traffic,BENIGN
80,316,Normal background traffic,BENIGN
53,356,Normal background traffic,BENIGN
7680,437,Normal background traffic,BENIGN
80,101,Normal background traffic,BENIGN
53,449,Normal background traffic,BENIGN
7680,172,Normal background traffic,BENIGN
53,91,Normal background traffic,BENIGN
9993,156,Normal background traffic,BENIGN
9993,300,Normal background traffic,BENIGN
53,453,Normal background traffic,BENIGN
443,94,Normal background traffic,BENIGN
7680,36,Normal background traffic,BENIGN
443,417,Normal background traffic,BENIGN
53,100,Normal background traffic,BENIGN
443,303,Normal background traffic,BENIGN
80,71,Normal background traffic,BENIGN
80,214,Normal background traffic,BENIGN
9993,71,Normal background traffic,BENIGN
80,375,Normal background traffic,BENIGN
9993,97,Normal background traffic,BENIGN
53,106,Normal background traffic,BENIGN
53,90,Normal background traffic,BENIGN
9993,327,Normal background traffic,BENIGN
80,92,Normal background traffic,BENIGN
9993,208,Normal background traffic,BENIGN
9993,274,Normal background traffic,BENIGN
7680,406,Normal background traffic,BENIGN
80,211,Normal background traffic,BENIGN
53,196,Normal background traffic,BENIGN
53,74,Normal background traffic,BENIGN
80,73,Normal background traffic,BENIGN
9993,113,Normal background traffic,BENIGN
443,313,Normal background traffic,BENIGN
9993,276,Normal background traffic,BENIGN
7680,189,Normal background traffic,BENIGN
9993,317,Normal background traffic,BENIGN
443,419,Normal background traffic,BENIGN
443,175,Normal background traffic,BENIGN
443,375,Normal background traffic,BENIGN
53,339,Normal background traffic,BENIGN
53,444,Normal background traffic,BENIGN
53,370,Normal background traffic,BENIGN
80,231,Normal background traffic,BENIGN
9993,231,Normal background traffic,BENIGN
9993,430,Normal background traffic,BENIGN
9993,133,Normal background traffic,BENIGN
9993,138,Normal background traffic,BENIGN
53,228,Normal background traffic,BENIGN
53,434,Normal background traffic,BENIGN
80,449,Normal background traffic,BENIGN
80,424,Normal background traffic,BENIGN
443,490,Normal background traffic,BENIGN
80,396,Normal background traffic,BENIGN
53,210,Normal background traffic,BENIGN
7680,137,Normal background traffic,BENIGN
9993,274,Normal background traffic,BENIGN
7680,82,Normal background traffic,BENIGN
9993,270,Normal background traffic,BENIGN
80,455,Normal background traffic,BENIGN
80,404,Normal background traffic,BENIGN
53,460,Normal background traffic,BENIGN
53,246,Normal background traffic,BENIGN
9993,163,Normal background traffic,BENIGN
443,184,Normal background traffic,BENIGN
443,366,Normal background traffic,BENIGN
9993,193,Normal background traffic,BENIGN
9993,401,Normal background traffic,BENIGN
7680,283,Normal background traffic,BENIGN
80,77,Normal background traffic,BENIGN
443,408,Normal background traffic,BENIGN
443,334,Normal background traffic,BENIGN
9993,271,Normal background traffic,BENIGN
7680,316,Normal background traffic,BENIGN
7680,495,Normal background traffic,BENIGN
443,164,Normal background traffic,BENIGN
53,138,Normal background traffic,BENIGN
443,256,Normal background traffic,BENIGN
9993,462,Normal background traffic,BENIGN
53,75,Normal background traffic,BENIGN
7680,100,Normal background traffic,BENIGN
80,128,Normal background traffic,BENIGN
443,258,Normal background traffic,BENIGN
9993,493,Normal background traffic,BENIGN
53,290,Normal background traffic,BENIGN
7680,306,Normal background traffic,BENIGN
443,26,Normal background traffic,BENIGN
53,77,Normal background traffic,BENIGN
443,107,Normal background traffic,BENIGN
443,28,Normal background traffic,BENIGN
80,241,Normal background traffic,BENIGN
443,266,Normal background traffic,BENIGN
443,237,Normal background traffic,BENIGN
443,275,Normal background traffic,BENIGN
443,107,Normal background traffic,BENIGN
80,345,Normal background traffic,BENIGN
7680,415,Normal background traffic,BENIGN
80,112,Normal background traffic,BENIGN
80,339,Normal background traffic,BENIGN
443,247,Normal background traffic,BENIGN
80,288,Normal background traffic,BENIGN
53,169,Normal background traffic,BENIGN
80,348,Normal background traffic,BENIGN
80,324,Normal background traffic,BENIGN
7680,480,Normal background traffic,BENIGN
7680,408,Normal background traffic,BENIGN
80,470,Normal background traffic,BENIGN
7680,269,Normal background traffic,BENIGN
7680,484,Normal background traffic,BENIGN
53,356,Normal background traffic,BENIGN
7680,131,Normal background traffic,BENIGN
7680,321,Normal background traffic,BENIGN
9993,158,Normal background traffic,BENIGN
9993,340,Normal background traffic,BENIGN
443,477,Normal background traffic,BENIGN
53,150,Normal background traffic,BENIGN
80,183,Normal background traffic,BENIGN
53,489,Normal background traffic,BENIGN
443,472,Normal background traffic,BENIGN
9993,112,Normal background traffic,BENIGN
80,66,Normal background traffic,BENIGN
443,186,Normal background traffic,BENIGN
443,157,Normal background traffic,BENIGN
53,378,Normal background traffic,BENIGN
9993,427,Normal background traffic,BENIGN
9993,287,Normal background traffic,BENIGN
80,41,Normal background traffic,BENIGN
80,349,Normal background traffic,BENIGN
80,212,Normal background traffic,BENIGN
80,301,Normal background traffic,BENIGN
7680,423,Normal background traffic,BENIGN
9993,154,Normal background traffic,BENIGN
80,311,Normal background traffic,BENIGN
80,48,Normal background traffic,BENIGN
443,456,Normal background traffic,BENIGN
7680,87,Normal background traffic,BENIGN
443,344,Normal background traffic,BENIGN
443,418,Normal background traffic,BENIGN
443,281,Normal background traffic,BENIGN
53,495,Normal background traffic,BENIGN
9993,338,Normal background traffic,BENIGN
7680,260,Normal background traffic,BENIGN
9993,354,Normal background traffic,BENIGN
80,481,Normal background traffic,BENIGN
7680,219,Normal background traffic,BENIGN
53,85,Normal background traffic,BENIGN
53,55,Normal background traffic,BENIGN
80,87,Normal background traffic,BENIGN
7680,416,Normal background traffic,BENIGN
53,389,Normal background traffic,BENIGN
80,58,Normal background traffic,BENIGN
443,46,Normal background traffic,BENIGN
443,216,Normal background traffic,BENIGN
80,20,Normal background traffic,BENIGN
7680,121,Normal background traffic,BENIGN
80,471,Normal background traffic,BENIGN
7680,304,Normal background traffic,BENIGN
53,217,Normal background traffic,BENIGN
80,380,Normal background traffic,BENIGN
53,329,Normal background traffic,BENIGN
443,195,Normal background traffic,BENIGN
53,448,Normal background traffic,BENIGN
9993,265,Normal background traffic,BENIGN
53,318,Normal background traffic,BENIGN
443,88,Normal background traffic,BENIGN
80,387,Normal background traffic,BENIGN
7680,108,Normal background traffic,BENIGN
53,112,Normal background traffic,BENIGN
7680,357,Normal background traffic,BENIGN
53,209,Normal background traffic,BENIGN
9993,100,Normal background traffic,BENIGN
443,84,Normal background traffic,BENIGN
80,377,Normal background traffic,BENIGN
9993,494,Normal background traffic,BENIGN
7680,352,Normal background traffic,BENIGN
80,151,Normal background traffic,BENIGN
80,83,Normal background traffic,BENIGN
443,425,Normal background traffic,BENIGN
443,317,Normal background traffic,BENIGN
80,455,Normal background traffic,BENIGN
53,224,Normal background traffic,BENIGN
53,209,Normal background traffic,BENIGN
7680,119,Normal background traffic,BENIGN
7680,24,Normal background traffic,BENIGN
9993,120,Normal background traffic,BENIGN
7680,224,Normal background traffic,BENIGN
7680,415,Normal background traffic,BENIGN
443,421,Normal background traffic,BENIGN
9993,436,Normal background traffic,BENIGN
53,493,Normal background traffic,BENIGN
9993,85,Normal background traffic,BENIGN
7680,134,Normal background traffic,BENIGN
80,463,Normal background traffic,BENIGN
53,436,Normal background traffic,BENIGN
443,490,Normal background traffic,BENIGN
7680,471,Normal background traffic,BENIGN
53,384,Normal background traffic,BENIGN
9993,226,Normal background traffic,BENIGN
9993,223,Normal background traffic,BENIGN
443,181,Normal background traffic,BENIGN
53,197,Normal background traffic,BENIGN
443,375,Normal background traffic,BENIGN
443,83,Normal background traffic,BENIGN
443,148,Normal background traffic,BENIGN
7680,268,Normal background traffic,BENIGN
9993,428,Normal background traffic,BENIGN
80,316,Normal background traffic,BENIGN
9993,350,Normal background traffic,BENIGN
80,362,Normal background traffic,BENIGN
53,213,Normal background traffic,BENIGN
53,109,Normal background traffic,BENIGN
9993,267,Normal background traffic,BENIGN
443,484,Normal background traffic,BENIGN
7680,161,Normal background traffic,BENIGN
80,110,Normal background traffic,BENIGN
80,163,Normal background traffic,BENIGN
7680,189,Normal background traffic,BENIGN
7680,79,Normal background traffic,BENIGN
53,475,Normal background traffic,BENIGN
7680,166,Normal background traffic,BENIGN
80,191,Normal background traffic,BENIGN
53,171,Normal background traffic,BENIGN
443,365,Normal background traffic,BENIGN
443,490,Normal background traffic,BENIGN
9993,493,Normal background traffic,BENIGN
80,347,Normal background traffic,BENIGN
443,29,Normal background traffic,BENIGN
7680,28,Normal background traffic,BENIGN
7680,177,Normal background traffic,BENIGN
7680,260,Normal background traffic,BENIGN
7680,56,Normal background traffic,BENIGN
9993,369,Normal background traffic,BENIGN
9993,109,Normal background traffic,BENIGN
80,152,Normal background traffic,BENIGN
9993,466,Normal background traffic,BENIGN
7680,22,Normal background traffic,BENIGN
53,163,Normal background traffic,BENIGN
7680,423,Normal background traffic,BENIGN
9993,425,Normal background traffic,BENIGN
9993,443,Normal background traffic,BENIGN
80,213,Normal background traffic,BENIGN
80,345,Normal background traffic,BENIGN
80,390,Normal background traffic,BENIGN
80,411,Normal background traffic,BENIGN
9993,410,Normal background traffic,BENIGN
80,100,Normal background traffic,BENIGN
443,402,Normal background traffic,BENIGN
80,70,Normal background traffic,BENIGN
7680,364,Normal background traffic,BENIGN
7680,194,Normal background traffic,BENIGN
443,110,Normal background traffic,BENIGN
7680,31,Normal background traffic,BENIGN
53,361,Normal background traffic,BENIGN
80,217,Normal background traffic,BENIGN
53,147,Normal background traffic,BENIGN
80,202,Normal background traffic,BENIGN
53,107,Normal background traffic,BENIGN
9993,68,Normal background traffic,BENIGN
80,67,Normal background traffic,BENIGN
7680,235,Normal background traffic,BENIGN
53,466,Normal background traffic,BENIGN
443,393,Normal background traffic,BENIGN
443,318,Normal background traffic,BENIGN
9993,71,Normal background traffic,BENIGN
80,351,Normal background traffic,BENIGN
443,466,Normal background traffic,BENIGN
443,439,Normal background traffic,BENIGN
443,309,Normal background traffic,BENIGN
9993,426,Normal background traffic,BENIGN
53,125,Normal background traffic,BENIGN
443,326,Normal background traffic,BENIGN
443,126,Normal background traffic,BENIGN
443,165,Normal background traffic,BENIGN
53,68,Normal background traffic,BENIGN
7680,372,Normal background traffic,BENIGN
9993,325,Normal background traffic,BENIGN
443,52,Normal background traffic,BENIGN
443,362,Normal background traffic,BENIGN
9993,273,Normal background traffic,BENIGN
53,165,Normal background traffic,BENIGN
80,109,Normal background traffic,BENIGN
80,431,Normal background traffic,BENIGN
53,431,Normal background traffic,BENIGN
9993,496,Normal background traffic,BENIGN
443,20,Normal background traffic,BENIGN
7680,384,Normal background traffic,BENIGN
443,482,Normal background traffic,BENIGN
443,327,Normal background traffic,BENIGN
53,36,Normal background traffic,BENIGN
443,158,Normal background traffic,BENIGN
443,189,Normal background traffic,BENIGN
80,79,Normal background traffic,BENIGN
80,256,Normal background traffic,BENIGN
443,374,Normal background traffic,BENIGN
443,102,Normal background traffic,BENIGN
7680,346,Normal background traffic,BENIGN
7680,323,Normal background traffic,BENIGN
443,234,Normal background traffic,BENIGN
9993,275,Normal background traffic,BENIGN
53,102,Normal background traffic,BENIGN
53,35,Normal background traffic,BENIGN
80,299,Normal background traffic,BENIGN
443,244,Normal background traffic,BENIGN
7680,267,Normal background traffic,BENIGN
7680,440,Normal background traffic,BENIGN
9993,77,Normal background traffic,BENIGN
53,32,Normal background traffic,BENIGN
7680,298,Normal background traffic,BENIGN
53,297,Normal background traffic,BENIGN
9993,224,Normal background traffic,BENIGN
9993,470,Normal background traffic,BENIGN
443,75,Normal background traffic,BENIGN
9993,205,Normal background traffic,BENIGN
443,466,Normal background traffic,BENIGN
9993,440,Normal background traffic,BENIGN
7680,346,Normal background traffic,BENIGN
443,273,Normal background traffic,BENIGN
80,446,Normal background traffic,BENIGN
443,327,Normal background traffic,BENIGN
53,198,Normal background traffic,BENIGN
7680,422,Normal background traffic,BENIGN
9993,159,Normal background traffic,BENIGN
443,104,Normal background traffic,BENIGN
80,288,Normal background traffic,BENIGN
80,89,Normal background traffic,BENIGN
80,126,Normal background traffic,BENIGN
80,187,Normal background traffic,BENIGN
443,332,Normal background traffic,BENIGN
53,326,Normal background traffic,BENIGN
53,179,Normal background traffic,BENIGN
7680,142,Normal background traffic,BENIGN
9993,494,Normal background traffic,BENIGN
9993,242,Normal background traffic,BENIGN
443,310,Normal background traffic,BENIGN
443,464,Normal background traffic,BENIGN
53,299,Normal background traffic,BENIGN
80,227,Normal background traffic,BENIGN
7680,197,Normal background traffic,BENIGN
80,278,Normal background traffic,BENIGN
443,186,Normal background traffic,BENIGN
9993,117,Normal background traffic,BENIGN
443,457,Normal background traffic,BENIGN
9993,434,Normal background traffic,BENIGN
80,127,Normal background traffic,BENIGN
7680,360,Normal background traffic,BENIGN
53,489,Normal background traffic,BENIGN
80,21,Normal background traffic,BENIGN
9993,355,Normal background traffic,BENIGN
7680,112,Normal background traffic,BENIGN
9993,262,Normal background traffic,BENIGN
9993,241,Normal background traffic,BENIGN
80,131,Normal background traffic,BENIGN
9993,20,Normal background traffic,BENIGN
443,305,Normal background traffic,BENIGN
53,467,Normal background traffic,BENIGN
80,453,Normal background traffic,BENIGN
53,89,Normal background traffic,BENIGN
53,68,Normal background traffic,BENIGN
80,393,Normal background traffic,BENIGN
80,199,Normal background traffic,BENIGN
53,397,Normal background traffic,BENIGN
9993,184,Normal background traffic,BENIGN
80,294,Normal background traffic,BENIGN
80,500,Normal background traffic,BENIGN
7680,236,Normal background traffic,BENIGN
53,284,Normal background traffic,BENIGN
7680,357,Normal background traffic,BENIGN
9993,221,Normal background traffic,BENIGN
9993,270,Normal background traffic,BENIGN
443,434,Normal background traffic,BENIGN
7680,496,Normal background traffic,BENIGN
443,37,Normal background traffic,BENIGN
80,331,Normal background traffic,BENIGN
53,417,Normal background traffic,BENIGN
7680,292,Normal background traffic,BENIGN
53,243,Normal background traffic,BENIGN
7680,203,Normal background traffic,BENIGN
53,213,Normal background traffic,BENIGN
53,317,Normal background traffic,BENIGN
9993,173,Normal background traffic,BENIGN
7680,465,Normal background traffic,BENIGN
443,211,Normal background traffic,BENIGN
80,409,Normal background traffic,BENIGN
80,479,Normal background traffic,BENIGN
443,264,Normal background traffic,BENIGN
80,47,Normal background traffic,BENIGN
7680,133,Normal background traffic,BENIGN
80,284,Normal background traffic,BENIGN
443,274,Normal background traffic,BENIGN
53,65,Normal background traffic,BENIGN
9993,28,Normal background traffic,BENIGN
9993,143,Normal background traffic,BENIGN
9993,169,Normal background traffic,BENIGN
443,163,Normal background traffic,BENIGN
53,249,Normal background traffic,BENIGN
443,222,Normal background traffic,BENIGN
9993,239,Normal background traffic,BENIGN
53,328,Normal background traffic,BENIGN
80,273,Normal background traffic,BENIGN
80,129,Normal background traffic,BENIGN
443,296,Normal background traffic,BENIGN
443,360,Normal background traffic,BENIGN
7680,285,Normal background traffic,BENIGN
443,127,Normal background traffic,BENIGN
53,148,Normal background traffic,BENIGN
9993,414,Normal background traffic,BENIGN
7680,458,Normal background traffic,BENIGN
443,291,Normal background traffic,BENIGN
443,479,Normal background traffic,BENIGN
7680,293,Normal background traffic,BENIGN
53,231,Normal background traffic,BENIGN
80,174,Normal background traffic,BENIGN
53,62,Normal background traffic,BENIGN
7680,242,Normal background traffic,BENIGN
80,270,Normal background traffic,BENIGN
443,44,Normal background traffic,BENIGN
80,269,Normal background traffic,BENIGN
80,224,Normal background traffic,BENIGN
7680,212,Normal background traffic,BENIGN
53,56,Normal background traffic,BENIGN
80,279,Normal background traffic,BENIGN
9993,293,Normal background traffic,BENIGN
80,183,Normal background traffic,BENIGN
53,180,Normal background traffic,BENIGN
443,286,Normal background traffic,BENIGN
443,397,Normal background traffic,BENIGN
80,261,Normal background traffic,BENIGN
53,331,Normal background traffic,BENIGN
443,66,Normal background traffic,BENIGN
53,384,Normal background traffic,BENIGN
9993,411,Normal background traffic,BENIGN
9993,272,Normal background traffic,BENIGN
53,63,Normal background traffic,BENIGN
80,167,Normal background traffic,BENIGN
443,55,Normal background traffic,BENIGN
9993,190,Normal background traffic,BENIGN
9993,76,Normal background traffic,BENIGN
443,130,Normal background traffic,BENIGN
443,246,Normal background traffic,BENIGN
80,198,Normal background traffic,BENIGN
53,353,Normal background traffic,BENIGN
443,234,Normal background traffic,BENIGN
53,167,Normal background traffic,BENIGN
443,360,Normal background traffic,BENIGN
443,182,Normal background traffic,BENIGN
53,460,Normal background traffic,BENIGN
53,191,Normal background traffic,BENIGN
80,151,Normal background traffic,BENIGN
7680,346,Normal background traffic,BENIGN
53,432,Normal background traffic,BENIGN
9993,261,Normal background traffic,BENIGN
9993,339,Normal background traffic,BENIGN
53,402,Normal background traffic,BENIGN
9993,383,Normal background traffic,BENIGN
443,312,Normal background traffic,BENIGN
9993,353,Normal background traffic,BENIGN
80,173,Normal background traffic,BENIGN
9993,62,Normal background traffic,BENIGN
80,458,Normal background traffic,BENIGN
9993,165,Normal background traffic,BENIGN
7680,77,Normal background traffic,BENIGN
53,427,Normal background traffic,BENIGN
443,181,Normal background traffic,BENIGN
80,349,Normal background traffic,BENIGN
9993,174,Normal background traffic,BENIGN
7680,40,Normal background traffic,BENIGN
443,478,Normal background traffic,BENIGN
9993,94,Normal background traffic,BENIGN
443,354,Normal background traffic,BENIGN
7680,341,Normal background traffic,BENIGN
443,83,Normal background traffic,BENIGN
80,204,Normal background traffic,BENIGN
9993,81,Normal background traffic,BENIGN
80,313,Normal background traffic,BENIGN
9993,432,Normal background traffic,BENIGN
80,148,Normal background traffic,BENIGN
80,358,Normal background traffic,BENIGN
53,442,Normal background traffic,BENIGN
7680,121,Normal background traffic,BENIGN
9993,411,Normal background traffic,BENIGN
53,317,Normal background traffic,BENIGN
7680,68,Normal background traffic,BENIGN
443,345,Normal background traffic,BENIGN
